ID,Carga na Rede, Nó Fonte, Nó Destino, Rate, Largura de banda total, Largura de banda para restauração,Banda total, Banda transmitida, Tempo total para transmissão, Tempo transmitido, Tempo restante para transmissão, Classe, Total de slots, Slots necessários para restauração, Caminhos, Degradação%, Delay%, Delay, Weight, Modulation 
66176,230.0,0,8,12500,200000,171950.75,433460.0343066313,419658.03924772446,2.1673001715331566,2.0982901962386222,0.08026713728565674,3,8,7,[0;2;4;7;8],0.14024623,0.11825805,0.00949223526084301,8,1,
66608,230.0,10,13,12500,150000,150000.0,149598.00382264063,31413.973334525734,0.9973200254842709,0.20942648889683824,0.7878935365874327,1,12,12,[10;11;12;13],0.0,0.17625883,0.13887319466964224,4,0,
66383,230.0,17,19,12500,150000,128963.0703125,184057.8487268317,174304.68760941835,1.2270523248455447,1.1620312507294557,0.07562755181786501,3,3,3,[17;19],0.14024623,0.11825805,0.008943566923309847,8,3,
66539,230.0,0,3,12500,250000,214938.453125,142507.63854455785,124436.30324978016,0.5700305541782313,0.49774521299912067,0.08407679294769646,3,7,6,[0;1;3],0.14024623,0.11825805,0.009942757716604562,8,2,
66471,230.0,1,11,12500,100000,85975.375,100454.98684061726,71293.96851082105,1.0045498684061727,0.7129396851082106,0.3391787131754977,3,4,4,[1;2;10;11];[1;3;4;9;11],0.14024623,0.11825805,0.04011061375558904,8,1,
66483,230.0,8,18,12500,200000,158157.59375,276828.1157179331,132222.50906846966,1.3841405785896654,0.6611125453423483,0.9143134347546374,2,8,7,[8;9;10;18],0.20921205,0.0,0.0,4,1,
66446,230.0,22,23,12500,250000,250000.0,424389.55025941995,216187.19181323342,1.6975582010376797,0.8647487672529337,0.832809433784746,0,5,5,[22;23],0.0,0.0,0.0,2,3,
66606,230.0,21,23,12500,200000,158157.59375,364861.8037747156,43711.72604643334,1.8243090188735778,0.2185586302321667,2.030570165590146,2,6,5,[21;22;23],0.20921205,0.0,0.0,4,2,
66414,230.0,6,19,12500,150000,128963.0703125,502404.054707921,154142.7907137603,3.349360364719473,1.027618604758402,2.70047284893605,3,12,11,[6;7;8;9;10;18;19],0.14024623,0.11825805,0.31935265744428776,8,0,
66644,230.0,0,17,12500,250000,197696.984375,181265.84098723697,19852.685794319314,0.7250633639489479,0.07941074317727725,0.8164674648986302,2,10,8,[0;2;10;17];[0;1;2;9;11;16;17],0.20921205,0.0,0.0,4,1,
66657,230.0,5,18,12500,100000,85975.375,168356.13086449256,2921.3777874474545,1.6835613086449257,0.029213777874474545,1.9242108087097969,3,8,7,[5;6;7;8;9;10;18],0.14024623,0.11825805,0.22755342105609436,8,0,
66417,230.0,0,3,12500,200000,200000.0,816094.6951246843,202428.85872945635,4.080473475623421,1.0121442936472818,3.0683291819761394,1,6,6,[0;1;3],0.0,0.17625883,0.5408201184701953,4,2,
