ID,Carga na Rede, Nó Fonte, Nó Destino, Rate, Largura de banda total, Largura de banda para restauração,Banda total, Banda transmitida, Tempo total para transmissão, Tempo transmitido, Tempo restante para transmissão, Classe, Total de slots, Slots necessários para restauração, Caminhos, Degradação%, Delay%, Delay, Weight, Modulation 
4510,150.0,12,20,12500,50000,42933.7734375,3334743.1948833275,708131.5917559426,66.69486389766655,14.162631835118852,61.17821376399804,3,2,2,[12;15;21;20];[12;11;16;20];[12;8;9;10;18;19;20],0.14132449,0.29166824,17.84374170581618,8,1,
6441,150.0,17,22,12500,50000,42933.7734375,200766.54880089784,71687.92639732722,4.015330976017957,1.4337585279465443,3.006458794427648,3,2,2,[17;16;21;22];[17;19;20;21;15;22];[17;10;9;8;13;14;23;22],0.14132449,0.29166824,0.8768885339459871,8,1,
6571,150.0,16,23,12500,40000,34347.01953125,124460.6567739055,26651.875202077805,3.1115164193476375,0.6662968800519451,2.847664334856775,3,2,2,[16;21;22;23];[16;15;14;23],0.14132449,0.29166824,0.8305732339957822,8,1,
6584,150.0,0,21,12500,60000,51520.52734375,70772.8033642367,36242.486613200956,1.1795467227372782,0.6040414435533492,0.6702244243172988,3,5,5,[0;2;10;17;16;21];[0;1;3;6;7;8;12;15;21],0.14132449,0.29166824,0.19548317573608207,8,0,
4965,150.0,16,14,12500,64114,55053.12109375,2.753675288893021E14,710992.0199639625,4.2949672285195446E9,11.08949714514712,5.001851477097813E9,3,2,2,[16;15;14];[16;21;22;23;14];[16;11;9;8;13;14],0.14132449,0.29166824,1.4588811983378155E9,8,2,
6585,150.0,18,16,12500,80000,80000.0,213491.15612912612,48125.66490145855,2.6686394516140766,0.6015708112682319,2.0670686403458447,1,4,4,[18;19;20;16];[18;10;17;16],0.0,0.16935223,0.3500626908540961,4,1,
6187,150.0,4,21,12500,50000,32264.419921875,177581.8037450808,156811.49887162817,3.551636074901616,3.1362299774325635,0.6437526111520367,2,4,3,[4;7;8;12;15;21];[4;9;11;16;21];[4;2;10;18;19;20;21];[4;3;1;2;9;8;13;14;23;22;21],0.3547116,0.0,0.0,4,0,
6474,150.0,21,2,12500,70000,60107.28515625,140866.35398198184,83376.47697541371,2.0123764854568833,1.1910925282201958,0.956454419011632,3,6,5,[21;16;17;10;2];[21;15;12;8;9;2];[21;20;19;18;10;9;4;2];[21;22;23;14;13;8;7;6;3;1;2],0.14132449,0.29166824,0.2789673734520411,8,0,
6624,150.0,22,16,12500,60000,60000.0,142387.5028560468,19145.76587433899,2.37312504760078,0.31909609790564986,2.0540289496951303,1,2,2,[22;21;16];[22;15;16];[22;23;14;15;21;20;16],0.0,0.16935223,0.34785439011942365,4,2,
6550,150.0,18,16,12500,40000,25811.537109375,45122.692410583055,32730.19889275048,1.1280673102645764,0.818254972318762,0.4801145258456243,2,2,2,[18;19;20;16];[18;10;17;16],0.3547116,0.0,0.0,4,1,
6663,150.0,11,21,12500,80000,68694.0390625,25501.221616120234,2171.331549461115,0.3187652702015029,0.02714164436826394,0.3396203020388626,3,4,3,[11;16;21];[11;12;15;21];[11;10;18;19;20;21];[11;9;8;13;14;23;22;21],0.14132449,0.29166824,0.09905645449228476,8,1,
