ID,Carga na Rede, Nó Fonte, Nó Destino, Rate, Largura de banda total, Largura de banda para restauração,Banda total, Banda transmitida, Tempo total para transmissão, Tempo transmitido, Tempo restante para transmissão, Classe, Total de slots, Slots necessários para restauração, Caminhos, Degradação%, Delay%, Delay, Weight, Modulation 
66465,230.0,8,11,12500,150000,117787.0703125,254000.83654799915,111045.34385080455,1.6933389103199943,0.740302292338697,1.2136772753918954,2,4,4,[8;9;11],0.21475284,0.0,0.0,4,2,
66417,230.0,0,3,12500,200000,200000.0,816094.6951246843,202428.85872945635,4.080473475623421,1.0121442936472818,3.0683291819761394,1,6,6,[0;1;3],0.0,0.2854807,0.8759487868911762,4,2,
66607,230.0,3,20,12500,100000,51892.11328125,98952.90192293373,21187.56483786797,0.9895290192293373,0.21187564837867967,1.4985964448511895,3,8,5,[3;6;7;8;12;15;16;20];[3;4;9;10;18;19;20],0.4810789,0.2539177,0.3805201536507787,8,0,
66052,230.0,0,18,12500,150000,77838.171875,390666.9157778083,390177.59015723923,2.6044461051853887,2.601183934381595,0.006286448117256789,3,6,4,[0;2;10;18],0.4810789,0.2539177,0.001596240409961562,8,1,
66573,230.0,14,19,12500,200000,200000.0,231419.3482233918,72262.34650347578,1.157096741116959,0.3613117325173789,0.7957850085995801,1,16,16,[14;15;16;17;19],0.0,0.2854807,0.22718126757835172,4,0,
66328,230.0,10,14,12500,150000,150000.0,269415.3453881313,219417.0721948808,1.796102302587542,1.4627804812992053,0.33332182128833665,1,12,12,[10;11;12;13;14],0.0,0.2854807,0.09515694949452344,4,0,
66415,230.0,1,7,12500,250000,196311.78125,393124.95963658026,256379.72346051186,1.572499838546321,1.0255188938420474,0.6965717057820285,2,10,8,[1;3;6;7];[1;2;4;7],0.21475284,0.0,0.0,4,1,
66547,230.0,3,8,12500,150000,150000.0,407970.5742293413,71012.17976566261,2.7198038281956087,0.47341453177108406,2.2463892964245247,1,4,4,[3;6;7;8],0.0,0.2854807,0.641300806525943,4,2,
66002,230.0,2,7,12500,150000,77838.171875,582518.915777598,423823.72647829243,3.8834594385173205,2.825491509855283,2.0387836484592095,3,4,3,[2;4;7],0.4810789,0.2539177,0.517683242768823,8,2,
66226,230.0,7,23,12500,200000,157049.421875,838767.4571000503,372137.1686516136,4.193837285500251,1.860685843258068,2.9712319884362874,2,8,7,[7;8;13;14;23],0.21475284,0.0,0.0,4,1,
66450,230.0,4,15,12500,250000,196311.78125,217789.75879665551,209330.1977126174,0.8711590351866221,0.8373207908504696,0.04309247663215465,2,10,8,[4;7;8;12;15];[4;9;11;12;13;14;15],0.21475284,0.0,0.0,4,1,
66619,230.0,2,7,12500,150000,77838.171875,46577.71770680483,24927.68265138352,0.31051811804536555,0.16618455100922347,0.2781416226569558,3,4,3,[2;4;7],0.4810789,0.2539177,0.07062507945600491,8,2,
66384,230.0,3,13,12500,150000,77838.171875,281180.6137562286,173472.12004103768,1.8745374250415239,1.1564808002735845,1.383749039629291,3,6,4,[3;6;7;8;13];[3;4;9;11;12;13],0.4810789,0.2539177,0.35135836534440806,8,1,
66407,230.0,0,10,12500,200000,103784.2265625,424174.24393771624,213174.69889003178,2.1208712196885813,1.0658734944501589,2.0330598434093505,3,6,3,[0;2;10];[0;1;2;9;10],0.4810789,0.2539177,0.5162298673891319,8,2,
66383,230.0,17,19,12500,150000,77838.171875,184057.8487268317,174304.68760941835,1.2270523248455447,1.1620312507294557,0.12530049269147886,3,3,2,[17;19],0.4810789,0.2539177,0.03181601217278636,8,3,
66545,230.0,0,1,12500,150000,150000.0,114793.82454872393,71909.53528100578,0.7652921636581596,0.4793969018733719,0.28589526178478764,1,3,3,[0;1],0.0,0.2854807,0.08161758171495545,4,3,
66156,230.0,1,5,12500,250000,129730.28125,722098.3671784466,547480.4833577309,2.8883934687137867,2.1899219334309237,1.3460071014154538,3,7,4,[1;3;5];[1;2;4;5],0.4810789,0.2539177,0.3417750194225954,8,2,
66354,230.0,3,11,12500,150000,77838.171875,642338.269789434,200902.52766812852,4.28225513192956,1.3393501844541902,5.671198836310986,3,6,4,[3;4;9;11];[3;6;7;8;9;10;11],0.4810789,0.2539177,1.4400177312521674,8,1,
66662,230.0,11,12,12500,150000,150000.0,206981.15187792608,2314.9655742003006,1.3798743458528406,0.015433103828002004,1.3644412420248386,1,4,4,[11;12],0.0,0.2854807,0.38952165163914976,4,2,
66394,230.0,12,22,12500,150000,150000.0,241996.67752835125,166457.0280237058,1.6133111835223417,1.1097135201580386,0.5035976633643031,1,6,6,[12;15;22];[12;13;14;15;21;22],0.0,0.2854807,0.14376741742588642,4,1,
66429,230.0,15,21,12500,200000,200000.0,404622.88352595124,188294.54473037686,2.023114417629756,0.9414727236518843,1.081641693977872,1,4,4,[15;21];[15;16;21],0.0,0.2854807,0.30878783647347313,4,3,
65972,230.0,4,5,12500,150000,150000.0,550497.6091403961,444295.6022012822,3.669984060935974,2.9619706813418816,0.7080133795940924,1,3,3,[4;5],0.0,0.2854807,0.20212416079774775,4,3,
65774,230.0,18,23,12500,150000,77838.171875,652200.9206515463,563309.5963901326,4.348006137676975,3.7553973092675506,1.142001715327666,3,12,7,[18;19;20;21;22;23],0.4810789,0.2539177,0.2899744422048776,8,0,
66446,230.0,22,23,12500,250000,250000.0,424389.55025941995,216187.19181323342,1.6975582010376797,0.8647487672529337,0.832809433784746,0,5,5,[22;23],0.0,0.0,0.0,2,3,
66631,230.0,1,19,12500,200000,200000.0,36611.11118029794,25820.282964900798,0.1830555559014897,0.129101414824504,0.05395414107698571,1,16,16,[1;2;10;18;19];[1;3;4;9;10;17;19],0.0,0.2854807,0.015402866387922171,4,0,
66187,230.0,3,7,12500,100000,100000.0,205881.35747889284,205671.614582036,2.0588135747889282,2.05671614582036,0.002097428968568238,1,3,3,[3;6;7];[3;4;7],0.0,0.2854807,5.987755066829221E-4,4,2,
66412,230.0,4,15,12500,200000,157049.421875,520618.8182879373,210053.137082798,2.6030940914396865,1.05026568541399,1.9775027668594702,2,8,7,[4;7;8;12;15];[4;9;11;12;13;14;15],0.21475284,0.0,0.0,4,1,
66599,230.0,17,20,12500,200000,103784.2265625,222499.68094400855,50123.349772400165,1.1124984047200428,0.2506167488620008,1.6609106753288443,3,6,3,[17;19;20],0.4810789,0.2539177,0.42173460877194924,8,2,
33294,230.0,10,23,12500,178912,92841.21875,1.366082173810169E15,2.6081687359565288E7,7.635497752024286E9,145.77941870620913,1.4714177288104078E10,3,15,8,[10;18;19;20;21;22;23];[10;17;19;20;21;22;23];[],0.4810789,0.2539177,3.7361899674532766E9,8,0,
66539,230.0,0,3,12500,250000,129730.28125,142507.63854455785,124436.30324978016,0.5700305541782313,0.49774521299912067,0.13929928084459345,3,7,4,[0;1;3],0.4810789,0.2539177,0.03537055218070478,8,2,
66247,230.0,7,21,12500,250000,129730.28125,496405.8776785549,437780.40093796735,1.9856235107142197,1.7511216037518693,0.45190278504186016,3,10,6,[7;8;12;15;21],0.4810789,0.2539177,0.1147461131314901,8,1,
66641,230.0,18,21,12500,150000,150000.0,356385.1327197085,14506.429440842794,2.3759008847980567,0.09670952960561863,2.279191355192438,0,6,6,[18;19;20;21],0.0,0.0,0.0,2,1,
66507,230.0,0,9,12500,200000,103784.2265625,241174.98067425913,113382.91576490746,1.2058749033712957,0.5669145788245373,1.2313245292299042,3,6,3,[0;2;9];[0;1;3;4;9],0.4810789,0.2539177,0.3126550851407246,8,2,
66485,230.0,9,18,12500,100000,51892.11328125,90628.91093519737,63260.48052426927,0.9062891093519738,0.6326048052426927,0.5274102068137311,3,4,3,[9;10;18],0.4810789,0.2539177,0.13391878355462028,8,1,
66471,230.0,1,11,12500,100000,51892.11328125,100454.98684061726,71293.96851082105,1.0045498684061727,0.7129396851082106,0.5619547221851537,3,4,3,[1;2;10;11];[1;3;4;9;11],0.4810789,0.2539177,0.14269024724125057,8,1,
