ID,Carga na Rede, Nó Fonte, Nó Destino, Rate, Largura de banda total, Largura de banda para restauração,Banda total, Banda transmitida, Tempo total para transmissão, Tempo transmitido, Tempo restante para transmissão, Classe, Total de slots, Slots necessários para restauração, Caminhos, Degradação%, Delay%, Delay, Weight, Modulation 
66479,230.0,1,14,12500,100000,60673.25390625,74279.61091025281,68150.24289767849,0.7427961091025281,0.6815024289767848,0.10102256818132503,2,8,5,[1;3;6;7;8;13;14],0.39326745,0.0,0.0,4,0,
66633,230.0,11,15,12500,250000,138285.203125,308009.96405444894,31386.54120107276,1.2320398562177957,0.12554616480429104,2.0003833621760427,3,10,6,[11;12;15],0.44685918,0.1804949,0.3610590039556156,8,1,
66342,230.0,10,19,12500,150000,150000.0,326343.0392791264,208181.0244282991,2.1756202618608427,1.3878734961886607,0.7877467656721819,0,6,6,[10;18;19];[10;17;19],0.0,0.0,0.0,2,1,
66490,230.0,2,12,12500,250000,138285.203125,526512.880513252,153397.4633606334,2.106051522053008,0.6135898534425337,2.6981586191964886,3,10,6,[2;4;7;8;12];[2;10;11;12],0.44685918,0.1804949,0.4870038823466328,8,1,
66176,230.0,0,8,12500,200000,110628.1640625,433460.0343066313,419658.03924772446,2.1673001715331566,2.0982901962386222,0.12476022906828967,3,8,5,[0;2;4;7;8],0.44685918,0.1804949,0.02251858563334065,8,1,
66045,230.0,5,15,12500,100000,60673.25390625,482821.49312190653,263829.13702361746,4.828214931219065,2.6382913702361748,3.609372153824501,2,8,5,[5;6;7;8;12;15],0.39326745,0.0,0.0,4,0,
66463,230.0,14,15,12500,250000,151683.140625,358652.0104974511,185747.31973573932,1.4346080419898044,0.7429892789429573,1.1399071405412122,2,5,4,[14;15],0.39326745,0.0,0.0,4,3,
66210,230.0,5,13,12500,150000,82971.125,320043.2931535261,291449.38404740515,2.1336219543568404,1.9429958936493676,0.3446248299430068,3,6,4,[5;6;7;8;13],0.44685918,0.1804949,0.06220302577513892,8,1,
66187,230.0,3,7,12500,100000,100000.0,205881.35747889284,205671.614582036,2.0588135747889282,2.05671614582036,0.002097428968568238,1,3,3,[3;6;7];[3;4;7],0.0,0.20967534,4.397791359792255E-4,4,2,
66412,230.0,4,15,12500,200000,121346.5078125,520618.8182879373,210053.137082798,2.6030940914396865,1.05026568541399,2.559329333787931,2,8,5,[4;7;8;12;15];[4;9;11;12;13;14;15],0.39326745,0.0,0.0,4,1,
66328,230.0,10,14,12500,150000,150000.0,269415.3453881313,219417.0721948808,1.796102302587542,1.4627804812992053,0.33332182128833665,1,12,12,[10;11;12;13;14],0.0,0.20967534,0.0698893668228829,4,0,
66473,230.0,4,19,12500,250000,138285.203125,198497.28796694422,176542.57268442563,0.7939891518677769,0.7061702907377025,0.15876402193078515,3,20,12,[4;9;10;18;19];[4;7;8;12;15;16;17;19],0.44685918,0.1804949,0.028656096979310958,8,0,
66052,230.0,0,18,12500,150000,82971.125,390666.9157778083,390177.59015723923,2.6044461051853887,2.601183934381595,0.0058975412613054,3,6,4,[0;2;10;18],0.44685918,0.1804949,0.001064476146851035,8,1,
66114,230.0,7,22,12500,200000,110628.1640625,886734.5989756245,472043.7435284225,4.433672994878123,2.3602187176421126,3.748510696990174,3,8,5,[7;8;12;15;22],0.44685918,0.1804949,0.6765870803384209,8,1,
66375,230.0,10,18,12500,250000,250000.0,376553.0890608346,300367.5760921283,1.5062123562433385,1.201470304368513,0.3047420518748254,1,7,7,[10;18],0.0,0.20967534,0.06389689390126627,4,2,
66305,230.0,7,9,12500,200000,200000.0,399524.016625071,310108.06600901333,1.997620083125355,1.5505403300450666,0.44707975308028836,1,6,6,[7;8;9],0.0,0.20967534,0.09374160005889036,4,2,
66606,230.0,21,23,12500,200000,121346.5078125,364861.8037747156,43711.72604643334,1.8243090188735778,0.2185586302321667,2.646553898965271,2,6,4,[21;22;23],0.39326745,0.0,0.0,4,2,
66226,230.0,7,23,12500,200000,121346.5078125,838767.4571000503,372137.1686516136,4.193837285500251,1.860685843258068,3.8454364327240564,2,8,5,[7;8;13;14;23],0.39326745,0.0,0.0,4,1,
66631,230.0,1,19,12500,200000,200000.0,36611.11118029794,25820.282964900798,0.1830555559014897,0.129101414824504,0.05395414107698571,1,16,16,[1;2;10;18;19];[1;3;4;9;10;17;19],0.0,0.20967534,0.011312852974246525,4,0,
66608,230.0,10,13,12500,150000,150000.0,149598.00382264063,31413.973334525734,0.9973200254842709,0.20942648889683824,0.7878935365874327,1,12,12,[10;11;12;13],0.0,0.20967534,0.16520184662108828,4,0,
66541,230.0,9,16,12500,200000,121346.5078125,276213.1158054331,97960.5666424959,1.3810655790271653,0.4898028332124795,1.4689548958689997,2,8,5,[9;11;16];[9;10;11;12;15;16],0.39326745,0.0,0.0,4,1,
66619,230.0,2,7,12500,150000,82971.125,46577.71770680483,24927.68265138352,0.31051811804536555,0.16618455100922347,0.2609345795128637,3,4,3,[2;4;7],0.44685918,0.1804949,0.04709736201465207,8,2,
33294,230.0,10,23,12500,178912,98963.53125,1.366082173810169E15,2.6081687359565288E7,7.635497752024286E9,145.77941870620913,1.3803894673773844E10,3,15,8,[10;18;19;20;21;22;23];[10;17;19;20;21;22;23];[],0.44685918,0.1804949,2.491532651121098E9,8,0,
66529,230.0,3,16,12500,250000,250000.0,394716.56959597114,131362.20736097926,1.5788662783838845,0.525448829443917,1.0534174489399675,0,20,20,[3;6;7;8;12;15;16];[3;4;9;11;16],0.0,0.0,0.0,2,0,
65861,230.0,4,12,12500,250000,151683.140625,1147540.189357244,851843.1125653478,4.590160757428976,3.4073724502613914,1.9494393575289053,2,10,7,[4;7;8;12];[4;9;11;12],0.39326745,0.0,0.0,4,1,
66002,230.0,2,7,12500,150000,82971.125,582518.915777598,423823.72647829243,3.8834594385173205,2.825491509855283,1.9126556785948259,3,4,3,[2;4;7],0.44685918,0.1804949,0.34522460408402733,8,2,
66538,230.0,5,10,12500,100000,55314.08203125,204656.22661154726,50886.442545692036,2.0465622661154725,0.5088644254569203,2.7799391902342783,3,8,5,[5;6;7;8;9;10],0.44685918,0.1804949,0.5017648587075366,8,0,
66354,230.0,3,11,12500,150000,82971.125,642338.269789434,200902.52766812852,4.28225513192956,1.3393501844541902,5.320353960513725,3,6,4,[3;4;9;11];[3;6;7;8;9;10;11],0.44685918,0.1804949,0.9602967801055661,8,1,
66468,230.0,5,17,12500,100000,100000.0,116106.13114831381,72184.35716516183,1.161061311483138,0.7218435716516183,0.4392177398315198,1,8,8,[5;6;7;8;9;10;17],0.0,0.20967534,0.09209312974336836,4,0,
66461,230.0,8,11,12500,100000,55314.08203125,78287.01843278622,74844.52056754663,0.7828701843278623,0.7484452056754662,0.06223546964063422,3,3,2,[8;9;11],0.44685918,0.1804949,0.011233185150427092,8,2,
66471,230.0,1,11,12500,100000,55314.08203125,100454.98684061726,71293.96851082105,1.0045498684061727,0.7129396851082106,0.5271897738207294,3,4,3,[1;2;10;11];[1;3;4;9;11],0.44685918,0.1804949,0.09515506788870576,8,1,
66661,230.0,7,21,12500,150000,91009.8828125,94619.29264755895,2436.152768726174,0.6307952843170597,0.016241018458174494,1.0128915427575735,2,6,4,[7;8;12;15;21],0.39326745,0.0,0.0,4,1,
66396,230.0,8,11,12500,250000,138285.203125,283411.74300759064,276351.9309104367,1.1336469720303626,1.105407723641747,0.0510525483112156,3,7,4,[8;9;11],0.44685918,0.1804949,0.009214724832839949,8,2,
66641,230.0,18,21,12500,150000,150000.0,356385.1327197085,14506.429440842794,2.3759008847980567,0.09670952960561863,2.279191355192438,0,6,6,[18;19;20;21],0.0,0.0,0.0,2,1,
66539,230.0,0,3,12500,250000,138285.203125,142507.63854455785,124436.30324978016,0.5700305541782313,0.49774521299912067,0.13068162516063936,3,7,4,[0;1;3],0.44685918,0.1804949,0.023587367455643323,8,2,
66042,230.0,0,16,12500,200000,121346.5078125,646914.3364316096,529841.1735710943,3.234571682158048,2.6492058678554713,0.964783934739826,2,16,10,[0;2;10;11;16];[0;1;3;6;7;8;12;15;16],0.39326745,0.0,0.0,4,0,
66660,230.0,6,14,12500,150000,150000.0,18800.122409970754,2960.980167998173,0.12533414939980503,0.019739867786654486,0.10559428161315054,1,6,6,[6;7;8;13;14],0.0,0.20967534,0.02214051709406794,4,1,
66563,230.0,19,23,12500,100000,55314.08203125,65736.59695983451,39957.75677460642,0.6573659695983451,0.39957756774606423,0.4660447990159782,3,4,3,[19;20;21;22;23],0.44685918,0.1804949,0.08411871149955888,8,1,
66431,230.0,3,18,12500,200000,200000.0,465891.79521397455,184500.02163936006,2.3294589760698727,0.9225001081968003,1.4069588678730724,1,16,16,[3;4;9;10;18],0.0,0.20967534,0.2950045815825198,4,0,
66644,230.0,0,17,12500,250000,151683.140625,181265.84098723697,19852.685794319314,0.7250633639489479,0.07941074317727725,1.0641470012821537,2,10,7,[0;2;10;17];[0;1;2;9;11;16;17],0.39326745,0.0,0.0,4,1,
66544,230.0,7,8,12500,150000,82971.125,286313.2976876671,72383.63978122777,1.9087553179177803,0.4825575985415185,2.5783628150370776,3,3,2,[7;8],0.44685918,0.1804949,0.46538135011320764,8,3,
66407,230.0,0,10,12500,200000,110628.1640625,424174.24393771624,213174.69889003178,2.1208712196885813,1.0658734944501589,1.9072859728685438,3,6,3,[0;2;10];[0;1;2;9;10],0.44685918,0.1804949,0.3442553995616716,8,2,
66599,230.0,17,20,12500,200000,110628.1640625,222499.68094400855,50123.349772400165,1.1124984047200428,0.2506167488620008,1.5581595610732306,3,6,3,[17;19;20],0.44685918,0.1804949,0.2812398611999201,8,2,
66576,230.0,2,12,12500,150000,82971.125,122619.73099697343,51709.58979711031,0.8174648733131562,0.3447305986474021,0.8546363934201031,3,6,4,[2;4;7;8;12];[2;10;11;12],0.44685918,0.1804949,0.15425751422807832,8,1,
66515,230.0,4,23,12500,150000,150000.0,314341.0198098991,83408.4522701005,2.0956067987326605,0.5560563484673366,1.5395504502653239,0,12,12,[4;7;8;13;14;23];[4;9;11;16;21;22;23],0.0,0.0,0.0,2,0,
66025,230.0,12,22,12500,150000,150000.0,505146.16077380197,407871.62161774974,3.3676410718253464,2.7191441441183315,0.648496927707015,1,6,6,[12;15;22];[12;13;14;15;21;22],0.0,0.20967534,0.13597381500211445,4,1,
66533,230.0,3,6,12500,100000,55314.08203125,144353.03078420248,51689.88786111299,1.4435303078420247,0.5168988786111299,1.6752179504385252,3,2,1,[3;6];[3;5;6],0.44685918,0.1804949,0.30236830401145476,8,5,
