ID,Carga na Rede, Nó Fonte, Nó Destino, Rate, Largura de banda total, Largura de banda para restauração,Banda total, Banda transmitida, Tempo total para transmissão, Tempo transmitido, Tempo restante para transmissão, Classe, Total de slots, Slots necessários para restauração, Caminhos, Degradação%, Delay%, Delay, Weight, Modulation 
66612,70.0,3,20,12500,200000,200000.0,906670.3200385518,125423.4647589783,4.533351600192759,0.6271173237948915,3.9062342763978677,0,16,16,[3;6;7;8;12;15;16;20];[3;4;9;10;18;19;20],0.0,0.0,0.0,2,0,
66579,70.0,3,20,12500,200000,129558.375,344964.86598832236,219191.00077425357,1.7248243299416117,1.0959550038712678,0.9707891723974758,3,16,11,[3;6;7;8;12;15;16;20];[3;4;9;10;18;19;20],0.35220817,0.46262512,0.44911145359856547,8,0,
