171939,0,2,87500,1,0,1,2,87500,100000,
171851,0,8,87500,1;5;59,46,49,4,87500,100000,
171966,0,16,37500,1;6;23;77,52,55,4,37500,50000,
171889,0,21,50000,1;6;23;77;36,27,31,5,50000,62500,
171930,1,5,62500,3;8,18,19,2,62500,75000,
171886,1,6,62500,3;9,4,5,2,62500,75000,
171849,1,7,37500,3;9;14,23,24,2,37500,50000,
171967,1,20,37500,2;6;22;38;39,44,47,4,37500,50000,
171875,2,1,87500,45,4,5,2,87500,100000,
171962,2,1,37500,45,13,13,1,37500,50000,
171913,2,4,100000,4,4,6,3,100000,112500,
171940,2,11,62500,6;21,4,5,2,62500,75000,
171787,2,23,62500,5;59;18;28;30,53,58,6,62500,75000,
171935,3,5,62500,8,0,0,1,62500,75000,
171918,3,7,62500,9;14,27,28,2,62500,75000,
171782,3,12,37500,9;14;15;17,44,45,2,37500,50000,
171703,3,14,37500,9;14;15;18;28,100,103,4,37500,50000,
171969,3,19,75000,46;2;6;22;38,73,79,7,75000,87500,
171934,3,22,50000,9;14;15;17;27;33,114,118,5,50000,62500,
171840,5,12,37500,51;9;14;15;17,12,13,2,37500,50000,
171910,5,12,37500,51;9;14;15;17,16,17,2,37500,50000,
171903,5,13,62500,51;9;14;15;18,78,80,3,62500,75000,
171942,5,13,37500,51;9;14;15;18,121,122,2,37500,50000,
171777,5,18,75000,53;47;6;22,64,70,7,75000,87500,
171887,5,19,37500,53;47;6;22;38,38,41,4,37500,50000,
171931,5,23,62500,51;9;14;15;18;28;30,83,88,6,62500,75000,
171845,6,2,62500,52;46;2,20,22,3,62500,75000,
171960,6,17,37500,52;46;2;6;23,8,11,4,37500,50000,
171952,6,21,62500,14;15;17;27;32,91,96,6,62500,75000,
171747,7,1,37500,57;52;46,0,1,2,37500,50000,
171743,7,9,62500,15;16,7,8,2,62500,75000,
171902,7,16,62500,15;17;27;31,39,41,3,62500,75000,
171896,7,17,62500,15;16;19;23,60,65,6,62500,75000,
171613,7,18,75000,15;16;19;22,29,35,7,75000,87500,
171749,7,21,87500,15;17;27;32,48,51,4,87500,100000,
171946,8,14,62500,18;28,16,18,3,62500,75000,
171656,8,15,62500,17;27,4,5,2,62500,75000,
171836,8,19,50000,16;19;22;38,12,16,5,50000,62500,
167632,8,22,37500,18;28;30;85,31,32,2,37500,50000,
171828,9,0,62500,48;44,8,9,2,62500,75000,
171510,9,7,62500,59;58,0,1,2,62500,75000,
171774,9,12,100000,59;17,31,33,3,100000,112500,
171961,9,14,87500,59;18;28,36,39,4,87500,100000,
171691,9,21,87500,59;17;27;32,25,28,4,87500,100000,
171642,10,3,37500,49;45;3,9,10,2,37500,50000,
171778,10,4,37500,49;4,36,37,2,37500,50000,
171757,10,9,100000,62,0,2,3,100000,112500,
171950,11,8,62500,63;59,4,5,2,62500,75000,
171776,12,4,37500,60;58;54,60,61,2,37500,50000,
171899,13,0,62500,61;16;48;44,68,70,3,62500,75000,
171814,13,3,62500,61;58;57;52,15,17,3,62500,75000,
171932,13,4,62500,61;58;54,20,22,3,62500,75000,
171663,13,6,62500,61;58;57,10,12,3,62500,75000,
171594,13,14,37500,28,4,4,1,37500,50000,
37635,13,19,0,61;16;19;22;38,26,26,1,0,12500,
171943,13,20,62500,28;29;32;83,11,13,3,62500,75000,
171909,13,23,62500,28;30,7,8,2,62500,75000,
171953,14,4,37500,71;61;58;54,29,30,2,37500,50000,
171880,14,7,62500,71;61;58,42,44,3,62500,75000,
171938,15,2,37500,70;60;16;48,42,43,2,37500,50000,
171829,15,7,37500,70;60;58,34,35,2,37500,50000,
171702,16,5,50000,68;63;55;10,42,46,5,50000,62500,
171922,16,5,50000,68;63;55;10,34,38,5,50000,62500,
37634,16,12,12500,68;24,9,9,1,12500,25000,
171944,16,13,62500,74;72;71,7,9,3,62500,75000,
47605,16,14,0,36;41;42;73,5,5,1,0,25000,
47606,16,14,0,36;41;42;73,24,24,1,0,25000,
171821,17,4,62500,66;49;4,24,26,3,62500,75000,
171854,17,6,37500,66;49;45;3;9,93,96,4,37500,50000,
171926,17,10,62500,66,0,1,2,62500,75000,
171858,17,14,37500,77;74;72,0,1,2,37500,50000,
171734,18,3,75000,65;49;45;3,76,82,7,75000,87500,
171850,18,3,37500,65;49;45;3,63,66,4,37500,50000,
171827,18,4,62500,65;49;4,40,42,3,62500,75000,
171915,18,6,62500,65;49;45;3;9,106,111,6,62500,75000,
171965,18,15,37500,38;39;40;75,8,9,2,37500,50000,
171706,18,20,100000,38;39,0,2,3,100000,112500,
171958,19,3,37500,81;65;49;45;3,45,48,4,37500,50000,
171879,19,13,75000,39;40;75;72;71,33,39,7,75000,87500,
171945,20,13,37500,40;75;72;71,19,20,2,37500,50000,
171825,20,17,62500,82;80,0,1,2,62500,75000,
171927,20,22,100000,40;41,0,2,3,100000,112500,
171808,21,12,37500,75;70,0,1,2,37500,50000,
171928,21,12,37500,75;70,4,5,2,37500,50000,
171791,22,7,62500,76;70;60;58,71,73,3,62500,75000,
171905,22,9,62500,76;70;60;16,46,48,3,62500,75000,
171883,22,14,100000,42;73,19,21,3,100000,112500,
171888,22,21,87500,84,4,5,2,87500,100000,
171955,23,4,75000,73;71;61;58;54,85,91,7,75000,87500,
171959,23,5,37500,73;71;61;58;57;52;8,76,79,4,37500,50000,
171881,23,10,75000,73;71;61;16;19,51,57,7,75000,87500,
171957,23,18,62500,85;84;83;82;81,16,21,6,62500,75000,
171797,23,21,62500,85;84,0,1,2,62500,75000,
171904,23,22,87500,85,4,5,2,87500,100000,
