ID,Carga na Rede, Nó Fonte, Nó Destino, Rate, Largura de banda total, Largura de banda para restauração,Banda total, Banda transmitida, Tempo total para transmissão, Tempo transmitido, Tempo restante para transmissão, Classe, Total de slots, Slots necessários para restauração, Caminhos, Degradação%, Delay%, Delay, Weight, Modulation 
66607,130.0,3,20,12500,100000,74703.8046875,98952.90192293942,37486.395887151506,0.9895290192293942,0.374863958871515,0.822802863755686,3,8,6,[3;6;7;8;12;15;16;20];[3;4;9;10;18;19;20],0.25296193,0.47091803,0.38747270330524053,8,0,
66656,130.0,9,21,12500,250000,186759.515625,210904.64659837948,13210.084150955481,0.8436185863935179,0.052840336603821925,1.0585514786603254,3,10,8,[9;11;16;21];[9;10;18;19;20;21],0.25296193,0.47091803,0.49849097650450597,8,1,
66579,130.0,3,20,12500,200000,149407.609375,344964.86598832236,118028.74050051742,1.7248243299416117,0.5901437025025871,1.5189060350385677,3,16,12,[3;6;7;8;12;15;16;20];[3;4;9;10;18;19;20],0.25296193,0.47091803,0.7152802370870104,8,0,
