117105,0,1,137500,0,0,2,3,137500,150000,
116712,0,2,87500,1,0,1,2,87500,100000,
117039,0,3,212500,0;3,60,65,6,212500,225000,
117100,0,3,250000,0;3,9,15,7,250000,262500,
117140,0,3,250000,0;3,89,95,7,250000,262500,
117025,0,5,237500,0;3;8,34,43,10,237500,250000,
117075,0,5,187500,0;3;8,79,86,8,187500,200000,
117071,0,6,137500,0;3;9,71,76,6,137500,150000,
116941,0,7,87500,1;4;11,9,12,4,87500,100000,
116935,0,8,187500,1;4;11;15,66,73,8,187500,200000,
117087,0,9,212500,1;5,15,20,6,212500,225000,
117032,0,10,212500,1;6,30,35,6,212500,225000,
116876,0,16,187500,1;6;21;25,192,207,16,187500,200000,
117138,0,17,237500,1;6;23,76,85,10,237500,250000,
116884,0,18,137500,1;6;22,38,43,6,137500,150000,
116928,1,5,250000,3;8,0,6,7,250000,262500,
117027,1,6,100000,3;9,21,23,3,100000,112500,
117038,1,7,237500,3;9;14,48,57,10,237500,250000,
117068,1,11,87500,2;6;21,58,61,4,87500,100000,
117074,1,14,87500,3;9;14;15;18;28,253,260,8,87500,100000,
116955,1,16,87500,2;6;21;25,48,55,8,87500,100000,
117133,1,19,187500,2;6;22;38,140,155,16,187500,200000,
116854,2,7,137500,4;11,51,54,4,137500,150000,
117076,2,7,100000,4;11,15,17,3,100000,112500,
117108,2,7,250000,4;11,0,6,7,250000,262500,
117129,2,7,137500,4;11,20,23,4,137500,150000,
117083,2,12,237500,4;11;15;17,273,282,10,237500,250000,
117114,2,12,137500,4;11;15;17,263,268,6,137500,150000,
117097,3,6,137500,9,0,1,2,137500,150000,
116943,3,7,100000,9;14,66,68,3,100000,112500,
117106,3,8,137500,9;14;15,209,212,4,137500,150000,
11216,3,9,12500,9;14;15;16,42,42,1,12500,25000,
11217,3,9,12500,7;12,0,0,1,12500,37500,
11218,3,9,12500,7;12,3,3,1,12500,37500,
117056,3,9,100000,7;12,16,18,3,100000,112500,
15386,3,10,0,9;14;15;16;19,45,45,1,0,25000,
15387,3,10,0,9;14;15;16;19,153,153,1,0,25000,
15388,3,10,0,9;14;15;16;19,156,156,1,0,25000,
15389,3,10,0,9;14;15;16;19,159,159,1,0,25000,
15390,3,10,12500,9;14;15;16;19,162,162,1,12500,25000,
117010,3,11,137500,7;12;20,46,51,6,137500,150000,
117144,3,12,87500,9;14;15;17,7,10,4,87500,100000,
117022,3,13,137500,9;14;15;18,217,222,6,137500,150000,
116972,3,15,237500,9;14;15;17;27,131,140,10,237500,250000,
116857,3,18,87500,7;12;19;22,23,30,8,87500,100000,
117048,3,18,187500,7;12;19;22,165,180,16,187500,200000,
117107,3,22,87500,9;14;15;17;27;33,376,383,8,87500,100000,
116837,4,5,137500,10,9,11,3,137500,150000,
117070,4,6,100000,10;13,0,2,3,100000,112500,
117035,4,15,187500,11;15;17;27,285,292,8,187500,200000,
117057,4,15,237500,11;15;17;27,187,196,10,237500,250000,
117069,4,19,237500,12;19;22;38,209,228,20,237500,250000,
117091,4,23,137500,11;15;18;28;30,351,362,12,137500,150000,
116954,5,13,137500,13;14;15;18,88,93,6,137500,150000,
116879,5,15,87500,13;14;15;17;27,225,232,8,87500,100000,
117067,5,17,87500,13;14;15;16;19;23,199,206,8,87500,100000,
117143,5,18,87500,13;14;15;16;19;22,13,20,8,87500,100000,
117131,5,21,87500,13;14;15;17;27;32,174,181,8,87500,100000,
116901,5,22,187500,13;14;15;17;27;33,235,250,16,187500,200000,
117139,6,7,237500,14,0,4,5,237500,250000,
117115,6,14,87500,14;15;18;28,331,334,4,87500,100000,
117145,6,14,137500,14;15;18;28,23,28,6,137500,150000,
116898,6,18,87500,14;15;16;19;22,366,373,8,87500,100000,
117037,6,19,137500,14;15;16;19;22;38,305,316,12,137500,150000,
117104,7,8,137500,15,0,2,3,137500,150000,
116993,7,9,212500,15;16,34,39,6,212500,225000,
116984,7,10,187500,15;16;19,143,150,8,187500,200000,
116994,7,13,250000,15;18,56,62,7,250000,262500,
116982,7,14,87500,15;18;28,168,171,4,87500,100000,
116971,7,21,237500,15;17;27;32,76,85,10,237500,250000,
117146,7,21,137500,15;17;27;32,118,123,6,137500,150000,
116911,7,22,187500,15;17;27;33,108,115,8,187500,200000,
116961,7,23,187500,15;18;28;30,96,103,8,187500,200000,
117029,8,11,250000,16;20,0,6,7,250000,262500,
117062,8,11,100000,16;20,54,56,3,100000,112500,
117065,8,11,137500,16;20,59,62,4,137500,150000,
88669,8,16,12500,16;20;25,10,10,1,12500,25000,
88670,8,16,12500,17;27;31,17,17,1,12500,25000,
88671,8,16,12500,17;27;31,20,20,1,12500,25000,
88672,8,16,12500,17;27;31,23,23,1,12500,25000,
88673,8,16,12500,17;27;31,26,26,1,12500,25000,
88674,8,16,12500,17;27;31,68,68,1,12500,25000,
117077,8,18,187500,16;19;22,183,190,8,187500,200000,
117130,9,14,137500,20;24;26;28,144,155,12,137500,150000,
117101,9,16,187500,20;25,134,141,8,187500,200000,
117079,9,18,87500,19;22,0,3,4,87500,100000,
117044,10,12,87500,21;24,10,13,4,87500,100000,
117126,10,13,137500,21;24;26,29,40,12,137500,150000,
117001,10,14,137500,21;24;26;28,174,185,12,137500,150000,
117024,10,15,237500,21;24;27,321,340,20,237500,250000,
117018,10,18,250000,22,131,137,7,250000,262500,
117102,10,18,250000,22,99,105,7,250000,262500,
117006,10,19,137500,22;38,54,59,6,137500,150000,
47709,10,23,0,22;38;39;40;41;42,34,34,1,0,12500,
47710,10,23,0,22;38;39;40;41;42,64,64,1,0,12500,
47711,10,23,0,22;38;39;40;41;42,67,67,1,0,12500,
47712,10,23,0,22;38;39;40;41;42,70,70,1,0,12500,
47713,10,23,0,22;38;39;40;41;42,73,73,1,0,12500,
47714,10,23,0,22;38;39;40;41;42,76,76,1,0,12500,
47715,10,23,0,22;38;39;40;41;42,90,90,1,0,12500,
47716,10,23,0,22;38;39;40;41;42,93,93,1,0,12500,
47717,10,23,0,22;38;39;40;41;42,96,96,1,0,12500,
117147,11,12,137500,24,0,3,4,137500,150000,
117135,11,15,237500,24;27,88,97,10,237500,250000,
117134,12,16,137500,27;31,29,34,6,137500,150000,
117127,12,21,237500,27;32,45,54,10,237500,250000,
116868,12,22,137500,27;33,37,42,6,137500,150000,
117028,12,22,137500,27;33,4,9,6,137500,150000,
117064,14,15,237500,29,8,12,5,237500,250000,
117112,14,19,187500,29;31;34;37,71,86,16,187500,200000,
117014,15,16,137500,31,8,10,3,137500,150000,
117046,15,21,187500,32,0,3,4,187500,200000,
117021,17,19,137500,37,0,2,3,137500,150000,
117023,17,19,137500,37,5,7,3,137500,150000,
117092,17,19,187500,37,10,13,4,187500,200000,
117122,17,20,212500,37;39,16,21,6,212500,225000,
117137,18,21,137500,38;39;40,0,5,6,137500,150000,
116743,18,23,137500,38;39;40;41;42,99,110,12,137500,150000,
117110,19,23,87500,39;40;41;42,42,45,4,87500,100000,
117093,20,23,237500,40;41;42,134,143,10,237500,250000,
117124,21,23,212500,41;42,0,5,6,212500,225000,
117049,22,23,187500,42,10,13,4,187500,200000,
117055,22,23,237500,42,16,20,5,237500,250000,
117128,22,23,87500,42,23,24,2,87500,100000,
