ID,Carga na Rede, Nó Fonte, Nó Destino, Rate, Largura de banda total, Largura de banda para restauração,Banda total, Banda transmitida, Tempo total para transmissão, Tempo transmitido, Tempo restante para transmissão, Classe, Total de slots, Slots necessários para restauração, Caminhos, Degradação%, Delay%, Delay, Weight, Modulation 
1555,90.0,21,5,12500,40000,33844.7890625,86153.91618776428,50861.68044073659,2.153847904694107,1.2715420110184148,1.0427671517161752,2,4,3,[21;15;12;8;7;6;3;5];[21;16;11;9;4;5],0.15388024,0.0,0.0,4,0,
1661,90.0,19,5,12500,60000,39498.52734375,77489.81388236131,3234.6101830800935,1.2914968980393553,0.053910169718001555,1.8799486209745486,3,5,4,[19;18;10;2;4;5];[19;17;10;9;4;3;5];[19;20;21;15;12;8;7;6;5],0.3416912,0.2163245,0.40667893284166196,8,0,
1590,90.0,4,6,12500,80000,67689.578125,68750.78258738454,63644.72971002499,0.8593847823423069,0.7955591213753124,0.0754333651968313,2,3,2,[4;3;6];[4;7;6];[4;5;6],0.15388024,0.0,0.0,4,2,
1625,90.0,14,5,12500,60000,60000.0,165343.90146652222,26181.262418785424,2.7557316911087035,0.4363543736464237,2.31937731746228,1,5,5,[14;13;8;7;6;3;5];[14;15;12;8;9;4;5],0.0,0.25614363,0.5940937243928969,4,0,
1536,90.0,11,5,12500,50000,50000.0,108660.534498601,72628.30013955437,2.17321068997202,1.4525660027910874,0.7206446871809327,0,2,2,[11;9;4;5];[11;10;2;1;3;5];[11;12;8;7;6;5],0.0,0.0,0.0,2,1,
1416,90.0,1,4,12500,70000,70000.0,336041.84735179704,202735.8703787765,4.8005978193113865,2.8962267196968075,1.904371099614579,1,2,2,[1;3;4];[1;2;4];[1;0;2;9;4],0.0,0.25614363,0.48779252546718127,4,2,
1651,90.0,16,5,12500,50000,42305.98828125,73906.47651815279,8516.301561894934,1.4781295303630557,0.1703260312378987,1.545648215162499,2,4,4,[16;11;9;4;5];[16;15;12;8;7;6;3;5],0.15388024,0.0,0.0,4,0,
1219,90.0,14,5,12500,40000,26332.3515625,251812.13922299194,190859.09875045827,6.295303480574798,4.771477468761457,2.314758670205924,3,4,3,[14;13;8;7;6;3;5];[14;15;12;8;9;4;5],0.3416912,0.2163245,0.5007389964186016,8,0,
1608,90.0,15,5,12500,50000,42305.98828125,49777.65144758788,29594.384150277798,0.9955530289517576,0.5918876830055559,0.4770782628292919,2,4,4,[15;12;8;7;6;3;5];[15;16;11;9;4;5],0.15388024,0.0,0.0,4,0,
1628,90.0,5,10,12500,50000,32915.44140625,224383.0825194028,20712.55877175382,4.4876616503880555,0.4142511754350764,6.1876895007092365,3,2,2,[5;4;2;10];[5;3;4;9;10];[5;6;7;8;9;11;10],0.3416912,0.2163245,1.3385487958705529,8,1,
