ID,Carga na Rede, Nó Fonte, Nó Destino, Rate, Largura de banda total, Largura de banda para restauração,Banda total, Banda transmitida, Tempo total para transmissão, Tempo transmitido, Tempo restante para transmissão, Classe, Total de slots, Slots necessários para restauração, Caminhos, Degradação%, Delay%, Delay, Weight, Modulation 
66555,230.0,0,22,12500,100000,100000.0,124810.64239108264,44248.836403073714,1.2481064239108264,0.4424883640307371,0.8056180598800893,0,8,8,[0;2;4;7;8;12;15;22];[0;1;2;10;11;16;21;22],0.0,0.0,0.0,2,0,
66506,230.0,4,20,12500,200000,155357.859375,126628.96336192943,113475.70368745891,0.6331448168096472,0.5673785184372946,0.08466426832782943,3,16,13,[4;9;11;16;20];[4;7;8;9;10;18;19;20],0.22321069,0.4887527,0.04137988914083944,8,0,
66656,230.0,9,21,12500,250000,194197.328125,210904.6465983937,7465.574165564703,0.8436185863935748,0.029862296662258814,1.047589458010825,3,10,8,[9;11;16;21];[9;10;18;19;20;21],0.22321069,0.4887527,0.5120121686960944,8,1,
66510,230.0,9,21,12500,250000,194197.328125,193393.7894494875,141123.9781743916,0.7735751577979499,0.5644959126975664,0.269158242854678,3,10,8,[9;11;16;21];[9;10;18;19;20;21],0.22321069,0.4887527,0.13155181602164395,8,1,
66459,230.0,14,20,12500,200000,155357.859375,257738.38205220728,153220.20215097608,1.2886919102610364,0.7661010107548805,0.6727575861266799,3,8,7,[14;15;16;20],0.22321069,0.4887527,0.328812081913783,8,1,
66549,230.0,3,22,12500,100000,89160.4140625,142581.8358559411,46274.327301279074,1.425818358559411,0.4627432730127907,1.0801599701065057,2,8,8,[3;6;7;8;12;15;22];[3;4;9;11;16;21;22],0.108395875,0.0,0.0,4,0,
