ID,Carga na Rede, Nó Fonte, Nó Destino, Rate, Largura de banda total, Largura de banda para restauração,Banda total, Banda transmitida, Tempo total para transmissão, Tempo transmitido, Tempo restante para transmissão, Classe, Total de slots, Slots necessários para restauração, Caminhos, Degradação%, Delay%, Delay, Weight, Modulation 
66536,230.0,10,23,12500,150000,91542.828125,134080.31303355016,76530.51806379097,0.8938687535570011,0.5102034537586064,0.6286652507343983,3,12,8,[10;11;16;21;22;23],0.38971445,0.45009613,0.2829597966543261,8,0,
66136,230.0,3,23,12500,200000,152045.671875,460025.42081106413,452076.84478733654,2.3001271040553206,2.2603842239366827,0.05227755694454034,2,16,13,[3;6;7;8;13;14;23];[3;4;9;11;16;21;22;23],0.23977168,0.0,0.0,4,0,
66506,230.0,4,20,12500,200000,122057.1015625,126628.96336192943,113475.70368745891,0.6331448168096472,0.5673785184372946,0.10776316356432003,3,16,10,[4;9;11;16;20];[4;7;8;9;10;18;19;20],0.38971445,0.45009613,0.04850378291684769,8,0,
66459,230.0,14,20,12500,200000,122057.1015625,257738.38205220728,153220.20215097608,1.2886919102610364,0.7661010107548805,0.8563055846911043,3,8,5,[14;15;16;20],0.38971445,0.45009613,0.38541983008462294,8,1,
66656,230.0,9,21,12500,250000,152571.375,210904.6465983937,7465.574165564703,0.8436185863935748,0.029862296662258814,1.3334025834221974,3,10,7,[9;11;16;21];[9;10;18;19;20;21],0.38971445,0.45009613,0.6001593430251506,8,1,
66444,230.0,16,21,12500,250000,152571.375,229582.98726399563,217310.531615837,0.9183319490559825,0.8692421264633481,0.08043746892127655,3,5,4,[16;21];[16;20;21],0.38971445,0.45009613,0.03620459349831169,8,3,
