ID,Carga na Rede, Nó Fonte, Nó Destino, Rate, Largura de banda total, Largura de banda para restauração,Banda total, Banda transmitida, Tempo total para transmissão, Tempo transmitido, Tempo restante para transmissão, Classe, Total de slots, Slots necessários para restauração, Caminhos, Degradação%, Delay%, Delay, Weight, Modulation 
6585,170.0,18,16,12500,80000,80000.0,213491.15612912612,42463.588602153664,2.6686394516140766,0.5307948575269208,2.1378445940871558,1,4,4,[18;19;20;16];[18;10;17;16],0.0,0.4195692,0.8969737339158111,4,1,
6386,170.0,9,21,12500,80000,70731.796875,350422.3746128082,124753.5149692601,4.3802796826601025,1.5594189371157512,3.1904867191058677,2,4,3,[9;8;12;15;21];[9;11;16;21];[9;10;18;19;20;21];[9;2;10;17;16;15;22;21],0.115852535,0.0,0.0,4,1,
4845,170.0,12,21,12500,50000,50000.0,715597.5059788744,519629.7563030477,14.311950119577489,10.392595126060954,3.919354993516535,0,2,2,[12;15;21];[12;11;16;21];[12;13;14;23;22;21];[12;8;9;10;18;19;20;21],0.0,0.0,0.0,2,1,
6584,170.0,0,21,12500,60000,51745.05078125,70772.8033642367,31978.489631415527,1.1795467227372782,0.5329748271902588,0.7497202703249184,3,5,5,[0;2;10;17;16;21];[0;1;3;6;7;8;12;15;21],0.1375825,0.38547468,0.2889981826831788,8,0,
6419,170.0,0,20,12500,70000,60369.2265625,146351.0752331373,96285.45225910244,2.0907296461876754,1.3755064608443206,0.8293235811071143,3,6,5,[0;2;10;18;19;20];[0;1;2;9;11;16;20],0.1375825,0.38547468,0.3196832435814906,8,0,
4510,170.0,12,20,12500,50000,43120.875,3333991.4404517096,624821.8468697596,66.67982880903419,12.496436937395192,62.82733208927742,3,2,2,[12;15;21;20];[12;11;16;20];[12;8;9;10;18;19;20],0.1375825,0.38547468,24.218345848865404,8,1,
4965,170.0,16,14,12500,70000,60369.2265625,1974269.7076833313,684939.3253547009,28.203852966904734,9.784847505067155,21.357411061428984,3,2,2,[16;15;14];[16;21;22;23;14];[16;11;9;8;13;14],0.1375825,0.38547468,8.232741234134735,8,2,
6388,170.0,19,14,12500,50000,44207.375,98382.32446118873,77696.7806497428,1.9676464892237746,1.5539356129948558,0.46792067217175004,2,4,4,[19;20;21;15;14];[19;17;16;21;22;23;14];[19;18;10;9;8;13;14],0.115852535,0.0,0.0,4,0,
4861,170.0,5,21,12500,50000,43120.875,919096.9007906809,514874.84696682415,18.381938015813617,10.297496939336483,9.3741614676191,3,4,4,[5;3;6;7;8;12;15;21];[5;4;9;11;16;21],0.1375825,0.38547468,3.6135019093808234,8,0,
5999,170.0,19,11,12500,70000,60369.2265625,277544.7031895012,277242.1243328372,3.9649243312785885,3.9606017761833883,0.00501213739227886,3,6,5,[19;18;10;11];[19;20;16;11];[19;17;10;9;11],0.1375825,0.38547468,0.001932052066698474,8,0,
6629,170.0,3,22,12500,60000,51745.05078125,73242.27429842381,15480.995889317626,1.2207045716403968,0.25801659815529376,1.1162667178863068,3,5,5,[3;6;7;8;12;15;22];[3;4;9;11;16;21;22];[3;1;2;9;8;13;14;23;22],0.1375825,0.38547468,0.4302925579417098,8,0,
6187,170.0,4,21,12500,50000,44207.375,177581.8037450808,138362.94138359476,3.551636074901616,2.7672588276718955,0.8871565865164031,2,4,4,[4;7;8;12;15;21];[4;9;11;16;21];[4;2;10;18;19;20;21];[4;3;1;2;9;8;13;14;23;22;21],0.115852535,0.0,0.0,4,0,
6441,170.0,17,22,12500,50000,43120.875,200766.5488008982,63253.906847447186,4.015330976017964,1.2650781369489437,3.189003908411845,3,2,2,[17;16;21;22];[17;19;20;21;15;22];[17;10;9;8;13;14;23;22],0.1375825,0.38547468,1.2292802670270095,8,1,
6663,170.0,11,21,12500,80000,68993.3984375,25501.221616120234,1915.6474092147846,0.3187652702015029,0.023945592615184808,0.3418526074198132,3,4,3,[11;16;21];[11;12;15;21];[11;10;18;19;20;21];[11;9;8;13;14;23;22;21],0.1375825,0.38547468,0.13177552508619766,8,1,
4761,170.0,16,14,12500,80000,80000.0,1592929.8806423955,875219.3287756424,19.911623508029944,10.94024160969553,8.971381898334414,0,3,3,[16;15;14];[16;21;22;23;14];[16;11;9;8;13;14],0.0,0.0,0.0,2,2,
6403,170.0,16,18,12500,80000,80000.0,165484.61375791646,117221.60712513243,2.068557671973956,1.4652700890641555,0.6032875829098003,1,4,4,[16;20;19;18];[16;17;10;18],0.0,0.4195692,0.2531208851028332,4,1,
6376,170.0,6,22,12500,40000,34496.69921875,67127.57687118341,65785.71662056219,1.6781894217795852,1.644642915514055,0.038898219856233957,3,4,3,[6;7;8;12;15;22];[6;3;4;9;11;16;21;22];[6;5;4;2;9;8;13;14;23;22],0.1375825,0.38547468,0.014994278923778378,8,0,
