ID,Carga na Rede, Nó Fonte, Nó Destino, Rate, Largura de banda total, Largura de banda para restauração,Banda total, Banda transmitida, Tempo total para transmissão, Tempo transmitido, Tempo restante para transmissão, Classe, Total de slots, Slots necessários para restauração, Caminhos, Degradação%, Delay%, Delay, Weight, Modulation 
66661,230.0,7,21,12500,150000,110615.2109375,94619.29264755895,2436.152768726174,0.6307952843170597,0.016241018458174494,0.8333676574955445,2,6,5,[7;8;12;15;21],0.26256526,0.0,0.0,4,1,
66328,230.0,10,14,12500,150000,150000.0,269415.3453881313,219417.0721948808,1.796102302587542,1.4627804812992053,0.33332182128833665,1,12,12,[10;11;12;13;14],0.0,0.26767236,0.08922103852487792,4,0,
66559,230.0,2,7,12500,250000,250000.0,190699.54826375123,106648.28304786056,0.762798193055005,0.42659313219144224,0.3362050608635627,0,7,7,[2;4;7],0.0,0.0,0.0,2,2,
66547,230.0,3,8,12500,150000,150000.0,407970.5742293413,71012.17976566261,2.7198038281956087,0.47341453177108406,2.2463892964245247,1,4,4,[3;6;7;8],0.0,0.26767236,0.6012963243255237,4,2,
66468,230.0,5,17,12500,100000,100000.0,116106.13114831381,72184.35716516183,1.161061311483138,0.7218435716516183,0.4392177398315198,1,8,8,[5;6;7;8;9;10;17],0.0,0.26767236,0.11756644894970474,4,0,
66621,230.0,9,14,12500,150000,100984.7734375,240668.9591922486,23011.208590941125,1.6044597279483241,0.15340805727294082,2.155352115234603,3,12,9,[9;11;12;13;14],0.32676816,0.4487379,0.967188159380678,8,0,
33294,230.0,10,23,12500,178912,120449.2578125,1.1177036128598942E15,2.6081687359565288E7,6.247225523496994E9,145.77941870620913,9.279456207058208E9,3,15,10,[10;18;19;20;21;22;23];[10;17;19;20;21;22;23];[],0.32676816,0.4487379,4.164043594325348E9,8,0,
66392,230.0,1,6,12500,100000,73743.4765625,122845.958672508,112323.14284368954,1.22845958672508,1.1232314284368954,0.1426948743942674,2,3,2,[1;3;6];[1;2;4;5;6],0.26256526,0.0,0.0,4,2,
66383,230.0,17,19,12500,150000,100984.7734375,184057.8487268317,174304.68760941835,1.2270523248455447,1.1620312507294557,0.09658050947676422,3,3,3,[17;19],0.32676816,0.4487379,0.043339333992168695,8,3,
66441,230.0,5,14,12500,250000,168307.953125,921097.0078759573,220737.8806921838,3.684388031503829,0.8829515227687352,4.1611764948296,3,20,14,[5;6;7;8;13;14],0.32676816,0.4487379,1.8672775582444976,8,0,
66599,230.0,17,20,12500,200000,134646.375,222499.68094400855,50123.349772400165,1.1124984047200428,0.2506167488620008,1.2802152311853217,3,6,4,[17;19;20],0.32676816,0.4487379,0.5744810809840533,8,2,
66277,230.0,7,14,12500,100000,100000.0,193683.69633606903,161904.36729426665,1.9368369633606903,1.6190436729426665,0.31779329041802384,0,4,4,[7;8;13;14],0.0,0.0,0.0,2,1,
66085,230.0,6,18,12500,100000,100000.0,514930.5612468254,247662.8651849012,5.149305612468254,2.476628651849012,2.672676960619242,1,8,8,[6;7;8;9;10;18],0.0,0.26767236,0.715401749415279,4,0,
66002,230.0,2,7,12500,150000,100984.7734375,582518.915777598,423823.72647829243,3.8834594385173205,2.825491509855283,1.5714763705352721,3,4,3,[2;4;7],0.32676816,0.4487379,0.7051809899575507,8,2,
66249,230.0,3,15,12500,250000,250000.0,665870.1180708846,435563.1719973303,2.6634804722835383,1.7422526879893212,0.9212277842942171,1,10,10,[3;6;7;8;12;15];[3;4;9;11;12;13;14;15],0.0,0.26767236,0.24658721506745324,4,1,
66632,230.0,12,16,12500,150000,100984.7734375,225641.76275404292,19012.016130844244,1.5042784183602862,0.1267467742056283,2.0461474963530475,3,6,5,[12;15;16],0.32676816,0.4487379,0.9181839091770293,8,1,
66007,230.0,3,18,12500,100000,67323.1875,288431.26966431784,281291.5086095757,2.8843126966431782,2.8129150860957566,0.10605204075500352,3,8,6,[3;4;9;10;18],0.32676816,0.4487379,0.047589568948566835,8,0,
66185,230.0,0,7,12500,100000,67323.1875,235612.0781297136,205907.94633472455,2.356120781297136,2.0590794633472456,0.44121697792979364,3,4,3,[0;2;4;7];[0;1;3;6;7],0.32676816,0.4487379,0.19799077550025887,8,1,
66052,230.0,0,18,12500,150000,100984.7734375,390666.9157778083,390177.59015723923,2.6044461051853887,2.601183934381595,0.0048455385044563,3,6,5,[0;2;10;18],0.32676816,0.4487379,0.0021743767221177115,8,1,
66606,230.0,21,23,12500,200000,147486.953125,364861.8037747156,43711.72604643334,1.8243090188735778,0.2185586302321667,2.177481329552642,2,6,4,[21;22;23],0.26256526,0.0,0.0,4,2,
