1,50.0,18,1,12500,40000,0.8380350455178652,1,1,2,18-10-2-1,0.0,0.33350304,4
2,50.0,23,13,12500,40000,0.8959797475603384,1,2,2,23-14-13,0.0,0.33350304,4
3,50.0,9,10,12500,50000,1.3082061830796385,2,2,2,9-10,0.42506254,0.0,4
4,50.0,3,8,12500,80000,0.04204610317936794,3,2,3,3-6-7-8,0.37932128,0.2473572,8
5,50.0,8,10,12500,60000,0.013073382450312115,1,1,3,8-9-10,0.0,0.33350304,4
6,50.0,22,14,12500,70000,3.5216692488256633,2,2,2,22-23-14,0.42506254,0.0,4
7,50.0,9,7,12500,50000,0.875738014300217,3,2,2,9-8-7,0.37932128,0.2473572,8
8,50.0,10,9,12500,40000,1.8165104761858692,3,2,2,10-9,0.37932128,0.2473572,8
9,50.0,23,19,12500,60000,1.2164645740922162,3,1,3,23-22-21-20-19,0.37932128,0.2473572,8
10,50.0,15,20,12500,60000,1.9528478070971769,2,2,2,15-21-20,0.42506254,0.0,4
11,50.0,3,16,12500,70000,0.3958536413442008,1,0,6,3-6-7-8-12-15-16,0.0,0.33350304,4
12,50.0,10,12,12500,80000,0.7008700536188607,3,1,4,10-11-12,0.37932128,0.2473572,8
13,50.0,14,17,12500,80000,0.08976709145645459,2,1,4,14-15-16-17,0.42506254,0.0,4
14,50.0,18,0,12500,40000,0.46566483175881945,1,1,2,18-10-2-0,0.0,0.33350304,4
15,50.0,12,0,12500,60000,1.9188263590285088,3,1,3,12-8-9-2-0,0.37932128,0.2473572,8
16,50.0,0,10,12500,40000,0.15750396414054374,3,2,2,0-2-10,0.37932128,0.2473572,8
17,50.0,9,6,12500,80000,0.5492229874330515,1,1,4,9-4-3-6,0.0,0.33350304,4
18,50.0,10,22,12500,50000,0.44014868793713613,3,0,4,10-17-16-21-22,0.37932128,0.2473572,8
19,50.0,19,5,12500,80000,0.3317522520815379,0,0,7,19-18-10-2-4-5,0.0,0.0,2
20,50.0,20,15,12500,70000,0.33865216151126565,3,2,2,20-21-15,0.37932128,0.2473572,8
21,50.0,19,17,12500,50000,1.7493672370060849,3,3,1,19-17,0.37932128,0.2473572,8
22,50.0,21,9,12500,40000,0.738890825394911,0,1,2,21-15-12-8-9,0.0,0.0,2
23,50.0,1,13,12500,80000,0.47449263536952585,1,0,7,1-3-6-7-8-13,0.0,0.33350304,4
24,50.0,1,9,12500,50000,0.019922819583521156,3,1,2,1-2-9,0.37932128,0.2473572,8
25,50.0,19,17,12500,80000,0.4349392886512912,1,3,2,19-17,0.0,0.33350304,4
26,50.0,0,1,12500,40000,0.27689892555384854,3,3,1,0-1,0.37932128,0.2473572,8
27,50.0,1,18,12500,80000,0.335311750247245,3,1,4,1-2-10-18,0.37932128,0.2473572,8
28,50.0,6,16,12500,50000,4.250589255050977,3,0,4,6-7-8-12-15-16,0.37932128,0.2473572,8
29,50.0,1,13,12500,40000,2.4769301374782415,3,0,4,1-3-6-7-8-13,0.37932128,0.2473572,8
30,50.0,4,18,12500,40000,0.4023008612500725,3,1,2,4-2-10-18,0.37932128,0.2473572,8
31,50.0,21,5,12500,40000,0.6147856759489277,3,0,4,21-15-12-8-7-6-3-5,0.37932128,0.2473572,8
32,50.0,18,7,12500,80000,0.43767454962393293,3,0,7,18-10-2-4-7,0.37932128,0.2473572,8
33,50.0,13,6,12500,80000,0.6225639914127714,3,1,4,13-8-7-6,0.37932128,0.2473572,8
34,50.0,15,2,12500,60000,0.21360478350586842,3,1,3,15-12-8-9-2,0.37932128,0.2473572,8
35,50.0,6,1,12500,60000,1.029952836650263,0,2,2,6-3-1,0.0,0.0,2
36,50.0,6,9,12500,40000,0.11507669602781401,1,1,2,6-3-4-9,0.0,0.33350304,4
37,50.0,19,9,12500,60000,2.2543106055450854,1,1,3,19-18-10-9,0.0,0.33350304,4
38,50.0,13,10,12500,40000,1.3589124368245145,2,1,2,13-8-9-10,0.42506254,0.0,4
39,50.0,2,17,12500,50000,0.8578746777043563,3,1,2,2-10-17,0.37932128,0.2473572,8
40,50.0,10,15,12500,50000,1.2959488665728551,1,1,2,10-17-16-15,0.0,0.33350304,4
41,50.0,11,20,12500,80000,0.8728687644207208,1,1,4,11-16-20,0.0,0.33350304,4
42,50.0,22,3,12500,50000,1.434435221029366,2,0,4,22-15-12-8-7-6-3,0.42506254,0.0,4
43,50.0,16,3,12500,70000,1.63428130309439,2,0,6,16-15-12-8-7-6-3,0.42506254,0.0,4
44,50.0,0,7,12500,50000,1.179864290112047,3,1,2,0-2-4-7,0.37932128,0.2473572,8
45,50.0,15,2,12500,50000,0.06735965116824583,3,1,2,15-12-8-9-2,0.37932128,0.2473572,8
46,50.0,4,20,12500,50000,0.7868817031926693,2,0,4,4-2-10-18-19-20,0.42506254,0.0,4
47,50.0,12,4,12500,80000,0.6383450853481144,2,1,4,12-8-7-4,0.42506254,0.0,4
48,50.0,23,19,12500,40000,0.2589825041697469,1,1,2,23-22-21-20-19,0.0,0.33350304,4
49,50.0,15,19,12500,50000,0.8512319512470282,3,1,2,15-21-20-19,0.37932128,0.2473572,8
50,50.0,1,9,12500,80000,0.1577224240174313,3,1,4,1-2-9,0.37932128,0.2473572,8
51,50.0,12,9,12500,70000,0.39251622509733375,2,2,2,12-8-9,0.42506254,0.0,4
52,50.0,15,21,12500,70000,0.17325397267414533,3,3,2,15-21,0.37932128,0.2473572,8
53,50.0,6,1,12500,40000,0.5481415333534547,3,2,2,6-3-1,0.37932128,0.2473572,8
54,50.0,11,12,12500,40000,2.6789353569302055,3,2,2,11-12,0.37932128,0.2473572,8
55,50.0,23,16,12500,40000,0.5111178144349522,1,1,2,23-22-21-16,0.0,0.33350304,4
56,50.0,13,22,12500,50000,4.96899414825912,3,1,2,13-14-23-22,0.37932128,0.2473572,8
57,50.0,1,14,12500,50000,0.09908084735718448,2,0,4,1-3-6-7-8-13-14,0.42506254,0.0,4
58,50.0,17,14,12500,70000,1.3459554639938482,3,1,3,17-16-15-14,0.37932128,0.2473572,8
59,50.0,22,1,12500,50000,2.1085468374958785,1,0,4,22-15-12-8-7-6-3-1,0.0,0.33350304,4
60,50.0,22,21,12500,70000,4.818737139062242,0,3,2,22-21,0.0,0.0,2
61,50.0,22,21,12500,80000,2.36657043829804,3,3,2,22-21,0.37932128,0.2473572,8
62,50.0,8,17,12500,60000,0.8918764932303687,1,1,3,8-9-10-17,0.0,0.33350304,4
63,50.0,22,13,12500,70000,0.6974887931659142,0,1,3,22-23-14-13,0.0,0.0,2
64,50.0,11,16,12500,50000,0.44179247306478997,0,2,2,11-16,0.0,0.0,2
65,50.0,6,20,12500,40000,0.9253753579880939,3,0,4,6-7-8-12-15-21-20,0.37932128,0.2473572,8
